"COUNTRY_STATE","ADMIN_2","REGION","CATEGORY","MEASURE","TARGETED_POP_GROUP","COMMENTS","NON_COMPLIANCE","DATE_IMPLEMENTED","SOURCE","SOURCE_TYPE","LINK","ENTRY_DATE","ISO3166_1","LAST_UPDATED_DATE"
"Afghanistan","","","Public health measures","Health screenings in airports and border crossings","No","","","2020-02-12 00:00:00.000000","Ministry of Health","Government","https://moph.gov.af/en/moph-held-emergency-meeting-international-health-partners-fight-against-spread-and-control-covid-19","2020-03-14 00:00:00.000000","AF","2020-04-27 00:40:26.851057"
"Afghanistan","Kabul","","Public health measures","Introduction of isolation and quarantine policies","No","","","2020-02-12 00:00:00.000000","Ministry of Health","Government","https://moph.gov.af/en/moph-held-emergency-meeting-international-health-partners-fight-against-spread-and-control-covid-19","2020-03-14 00:00:00.000000","AF","2020-04-27 00:40:26.851057"
"Afghanistan","","","Public health measures","Awareness campaigns","No","","","2020-02-12 00:00:00.000000","Ministry of Health","Government","https://moph.gov.af/en/moph-held-emergency-meeting-international-health-partners-fight-against-spread-and-control-covid-19","2020-03-14 00:00:00.000000","AF","2020-04-27 00:40:26.851057"
"Afghanistan","","","Governance and socio-economic measures","Emergency administrative structures activated or established","No","","","2020-02-12 00:00:00.000000","Ministry of Health","Government","https://moph.gov.af/en/moph-held-emergency-meeting-international-health-partners-fight-against-spread-and-control-covid-19","2020-03-14 00:00:00.000000","AF","2020-04-27 00:40:26.851057"
"Afghanistan","","","Social distancing","Limit public gatherings","No","Nevruz festival cancelled","","2020-03-12 00:00:00.000000","AA","Media","https://www.aa.com.tr/en/asia-pacific/coronavirus-afghanistan-scraps-annual-nevruz-festival/1763830","2020-03-14 00:00:00.000000","AF","2020-04-27 00:40:26.851057"
"Afghanistan","","","Movement restrictions","Border closure ","No","Closure of borders with Iran","","2020-02-24 00:00:00.000000","Guardian","Media","https://www.theguardian.com/global-development/2020/feb/26/coronavirus-in-a-war-zone-afghanistan-braces-for-outbreak-after-first-case","2020-03-14 00:00:00.000000","AF","2020-04-27 00:40:26.851057"
"Afghanistan","Herat","","Social distancing","Schools closure ","No","","","2020-03-01 00:00:00.000000","OCHA","UN","https://reliefweb.int/sites/reliefweb.int/files/resources/20200309-sitrep-covid-19.pdf","2020-03-14 00:00:00.000000","AF","2020-04-27 00:40:26.851057"
"Afghanistan","Herat","","Social distancing","Limit public gatherings","No","all public gatherings banned","","2020-03-01 00:00:00.000000","OCHA","UN","https://reliefweb.int/sites/reliefweb.int/files/resources/20200309-sitrep-covid-19.pdf","2020-03-14 00:00:00.000000","AF","2020-04-27 00:40:26.851057"
"Afghanistan","","","Public health measures","Strengthening the public health system","No","","","2020-03-01 00:00:00.000000","OCHA","UN","https://reliefweb.int/sites/reliefweb.int/files/resources/20200312-sitrep-covid-19.pdf","2020-03-14 00:00:00.000000","AF","2020-04-27 00:40:26.851057"
"Afghanistan","","","Governance and socio-economic measures","Limit product imports/exports","No","Food imports from Iran and Afghanistan has been limited","","2020-03-01 00:00:00.000000","US Embassy ","Government","https://af.usembassy.gov/covid-19-information/","2020-03-14 00:00:00.000000","AF","2020-04-27 00:40:26.851057"
"Afghanistan","","","Movement restrictions","Border checks ","Yes","All China and Iran nationals","","2020-02-01 00:00:00.000000","US Embassy ","Government","https://af.usembassy.gov/covid-19-information/","2020-03-14 00:00:00.000000","AF","2020-04-27 00:40:26.851057"
"Afghanistan","","","Public health measures","Awareness campaigns","No","MoPH begins announcements on their facebook to make public aware of coronavirus. ","","2020-01-24 00:00:00.000000","Afghanistan MoPH","Government","https://www.facebook.com/af.moph/posts/1005130256522820?__tn__=-R","2020-04-07 00:00:00.000000","AF","2020-04-27 00:40:26.851057"
"Afghanistan","","","Public health measures","Health screenings in airports and border crossings","Yes","Health teams at airports will check passengers coming from China. ","","2020-01-26 00:00:00.000000","Afghanistan MoPH","Government","https://www.facebook.com/af.moph/posts/1006458563056656?__tn__=-R ","2020-04-07 00:00:00.000000","AF","2020-04-27 00:40:26.851057"
"Afghanistan","","","Movement restrictions","International flights suspension","Yes","Flights to China are suspended. ","","2020-01-27 00:00:00.000000","Afghanistan MoPH","Government","https://www.facebook.com/af.moph/photos/a.462598094109375/1007117789657400/?type=3&theater","2020-04-07 00:00:00.000000","AF","2020-04-27 00:40:26.851057"
"Afghanistan","","","Public health measures","Health screenings in airports and border crossings","No","Health screenings of all passengers at airports. ","","2020-01-27 00:00:00.000000","Afghanistan MoPH","Government","https://www.facebook.com/af.moph/photos/a.462598094109375/1007117789657400/?type=3&theater","2020-04-07 00:00:00.000000","AF","2020-04-27 00:40:26.851057"
"Afghanistan","Kabul","","Public health measures","Strengthening the public health system","Yes","the ministry has prepared 100 bed to control this virus in Kabul and 200 others in the province hospital with all the facilities needed in the country.","","2020-02-02 00:00:00.000000","Afghanistan MoPH","Government","https://www.facebook.com/af.moph/posts/1011701339199045?__tn__=-R","2020-04-07 00:00:00.000000","AF","2020-04-27 00:40:26.851057"
"Afghanistan","","","Public health measures","Introduction of isolation and quarantine policies","No","","","2020-02-02 00:00:00.000000","Afghanistan MoPH","Government","https://www.facebook.com/af.moph/posts/1011701339199045?__tn__=-R","2020-04-07 00:00:00.000000","AF","2020-04-27 00:40:26.851057"
"Afghanistan","","","Public health measures","Awareness campaigns","No","Print, publishing and sending advertising materials about health services. Publishing messages in hospitals, building video guidance at ports of entry, making a clear part of the passengers's location, creating a clear section on the ministry's website to publish the content related to coronavirus. ","","2020-02-04 00:00:00.000000","Afghanistan MoPH","Government","https://www.facebook.com/af.moph/posts/1013023885733457?__tn__=-R","2020-04-07 00:00:00.000000","AF","2020-04-27 00:40:26.851057"
"Afghanistan","","","Public health measures","Strengthening the public health system","No","The Ministry of public health has created the special part of the control of the ""Corona"" virus in the Afghan-Japan hospital. This section has a hundred bed filled with all facilities.","","2020-02-04 00:00:00.000000","Afghanistan MoPH","Government","https://www.facebook.com/af.moph/posts/1013057475730098?__tn__=-R","2020-04-07 00:00:00.000000","AF","2020-04-27 00:40:26.851057"
"Afghanistan","","","Governance and socio-economic measures","Emergency administrative structures activated or established","Yes","review list of equipment, medical requirements for health facilities and increase of supplies, the list of health staff and services of the Afghan-Japan hospital and the order list of the necessary items. ","","2020-02-06 00:00:00.000000","Afghanistan MoPH","Government","https://www.facebook.com/af.moph/posts/1014455592256953?__tn__=-R","2020-04-07 00:00:00.000000","AF","2020-04-27 00:40:26.851057"
"Afghanistan","","","Public health measures","Awareness campaigns","Yes","the launch of education programs for doctors to handle COVID-19","","2020-02-08 00:00:00.000000","Afghanistan MoPH","Government","https://www.facebook.com/af.moph/posts/1015946255441220?__tn__=-R","2020-04-07 00:00:00.000000","AF","2020-04-27 00:40:26.851057"
"Afghanistan","Kabul","","Public health measures","Introduction of isolation and quarantine policies","Yes","Established specific areas for quarantine in Kabul and in the provinces for the control of COVID-19","","2020-02-12 00:00:00.000000","Afghanistan MoPH","Government","http://tinyurl.com/rsfhsz9","2020-04-07 00:00:00.000000","AF","2020-04-27 00:40:26.851057"
"Afghanistan","","","Movement restrictions","Surveillance and monitoring","No","Monitoring and surveillance increased at nationwide hospitals to improve the quality of health services","","2020-02-13 00:00:00.000000","Afghanistan MoPH","Government","https://www.facebook.com/af.moph/posts/1019580341744478?__tn__=-R","2020-04-07 00:00:00.000000","AF","2020-04-27 00:40:26.851057"
"Afghanistan","","","Public health measures","Other public health measures enforced","No","strengthen the screened teams in the air, borders and port, creating a joint committee to review the risk of transmitting coronavirus through iimported items ","","2020-02-20 00:00:00.000000","Afghanistan MoPH","Government","https://www.facebook.com/af.moph/posts/1025043844531461?__tn__=-R","2020-04-07 00:00:00.000000","AF","2020-04-27 00:40:26.851057"
"Afghanistan","","","Public health measures","Strengthening the public health system","Yes","Prioritizing disinfecting of health centers and early-response needs. Provide more training for health care workers on how to keep themselves safe. ","","2020-02-22 00:00:00.000000","Afghanistan MoPH","Government","https://www.facebook.com/af.moph/posts/1026689324366913?__tn__=-R","2020-04-07 00:00:00.000000","AF","2020-04-27 00:40:26.851057"
"Afghanistan","","","Movement restrictions","Domestic travel restrictions","Yes","Avoid domestic travel to the Herat province. ","","2020-02-24 00:00:00.000000","Afghanistan MoPH","Government","https://www.facebook.com/af.moph/posts/1028193360883176?__tn__=-R","2020-04-07 00:00:00.000000","AF","2020-04-27 00:40:26.851057"
"Afghanistan","Herat Province","","Governance and socio-economic measures","State of emergency declared","Yes","State of emergency in Herat province. ","","2020-02-24 00:00:00.000000","Afghanistan MoPH","Government","https://www.facebook.com/af.moph/posts/1028193360883176?__tn__=-R","2020-04-07 00:00:00.000000","AF","2020-04-27 00:40:26.851057"
"Afghanistan","","","Public health measures","Awareness campaigns","No","Awareness campaign expands to include avoiding kissing, weddings, meetings, funerals, and other social luxuries. ","","2020-02-24 00:00:00.000000","Afghanistan MoPH","Government","https://www.facebook.com/af.moph/posts/1028193360883176?__tn__=-R","2020-04-07 00:00:00.000000","AF","2020-04-27 00:40:26.851057"
"Afghanistan","","","Public health measures","General recommendations","Yes","Those who have traveled to Iran in the last month, especially in the city, if they are having fever, cough and breath, soon visit one of the health centers or Call on 166 so that the health teams can help them.","","2020-02-24 00:00:00.000000","Afghanistan MoPH","Government","https://www.facebook.com/af.moph/posts/1028193360883176?__tn__=-R","2020-04-07 00:00:00.000000","AF","2020-04-27 00:40:26.851057"
"Afghanistan","Midday Province","","Movement restrictions","Border checks ","Yes","Increased the screened teams on the ground and air border, especially the provinces of the border with Iran to identify the people with this virus (Midday Province). ","","2020-03-01 00:00:00.000000","Afghanistan MoPH","Government","https://www.facebook.com/af.moph/posts/1030421290660383?__tn__=-R","2020-04-07 00:00:00.000000","AF","2020-04-27 00:40:26.851057"
"Afghanistan","","","Public health measures","Strengthening the public health system","Yes","Medical students are now allowed to practice, in order to build capacity ","","2020-03-02 00:00:00.000000","Afghanistan MoPH","Government","https://www.facebook.com/af.moph/posts/1033521473683698?__tn__=-R","2020-04-07 00:00:00.000000","AF","2020-04-27 00:40:26.851057"
"Afghanistan","","","Public health measures","Strengthening the public health system","No","The Ministry of Public Health has used 97 % of its budget which was 16 billion afghani. Creating 100 new health centers in needed places, increase 1600 bed in health centers, cover of 930 thousand children live in health centers. 50,000 diagnostic kits + 50,000 diagnostic kits from Arab Emirates ","","2020-03-05 00:00:00.000000","Afghanistan MoPH","Government","https://www.facebook.com/af.moph/posts/1035670270135485?__tn__=-R","2020-04-07 00:00:00.000000","AF","2020-04-27 00:40:26.851057"
"Afghanistan","","","Public health measures","Other public health measures enforced","No","Sanitizing public spaces","","2020-03-07 00:00:00.000000","Afghanistan MoPH","Government","https://www.facebook.com/af.moph/posts/1037390043296841?__tn__=-R","2020-04-07 00:00:00.000000","AF","2020-04-27 00:40:26.851057"
"Afghanistan","","","Public health measures","Awareness campaigns","No","New awareness campaign to “prevent the spread of coronavirus” ","","2020-03-11 00:00:00.000000","Afghanistan MoPH","Government","https://www.facebook.com/af.moph/posts/1040295806339598?__tn__=-R","2020-04-07 00:00:00.000000","AF","2020-04-27 00:40:26.851057"
"Afghanistan","","","Social distancing","Schools closure ","No","School closures until ""the end of the month"" (Afghanistan uses the Solar Hijri calendar) ","","2020-03-15 00:00:00.000000","Afghanistan MoPH","Government","https://www.facebook.com/af.moph/posts/1043286092707236?__tn__=-R","2020-04-07 00:00:00.000000","AF","2020-04-27 00:40:26.851057"
"Afghanistan","Herat Province","","Public health measures","Health screenings in airports and border crossings","Yes","Installed new heat censor machines to detect fever at passengers coming through ports of entry into the country and ports into and out of Herat Province (the epicenter of the outbreak in Afghanistan, at this point in time). ","","2020-03-19 00:00:00.000000","Afghanistan MoPH","Government","https://www.facebook.com/af.moph/posts/1046184142417431?__tn__=-R","2020-04-07 00:00:00.000000","AF","2020-04-27 00:40:26.851057"
"Afghanistan","","","Movement restrictions","Surveillance and monitoring","Yes","If you have come back from the countries of Iran, China, Italy and South Korea within the last 2 weeks, or you have been in touch with people who have returned from these countries and have a fever, cough, loss and breath at this number. Please get in touch so that the health teams of the ministry of public health will help you too.","","2020-03-19 00:00:00.000000","Afghanistan MoPH","Government","https://www.facebook.com/af.moph/posts/1046229059079606?__tn__=-R","2020-04-07 00:00:00.000000","AF","2020-04-27 00:40:26.851057"
"Afghanistan","Herat Province","","Public health measures","Strengthening the public health system","Yes","Coronavirus diagnostic lab was opened in Herat Province","","2020-03-19 00:00:00.000000","Afghanistan MoPH","Government","https://www.facebook.com/af.moph/posts/1046491739053338?__tn__=-R","2020-04-07 00:00:00.000000","AF","2020-04-27 00:40:26.851057"
"Afghanistan","","","Governance and socio-economic measures","State of emergency declared","No","“Emergency state” announced but people are not cooperating in Herat ","","2020-03-20 00:00:00.000000","Afghanistan MoPH","Government","https://www.facebook.com/af.moph/posts/1047448245624354?__tn__=-R","2020-04-07 00:00:00.000000","AF","2020-04-27 00:40:26.851057"
"Afghanistan","Mazar-e-Sharif","","Public health measures","Strengthening the public health system","Yes","In addition to the National Public Health Lab in Kabul, an additional lab in Herat began COVID-19 testing on March 22, and a lab in Mazar-e-Sharif is planned to begin operations soon.  Total testing capacity once the additional labs are operating is expected to be 150-250 tests per day.","","2020-03-22 00:00:00.000000","US Embassy","Government","https://af.usembassy.gov/covid-19-information/","2020-04-07 00:00:00.000000","AF","2020-04-27 00:40:26.851057"
"Afghanistan","","","Social distancing","Limit public gatherings","No","People should avoid official and non-official protests (gatherings?) to prevent the spread of coronavirus. ","","2020-03-22 00:00:00.000000","Afghanistan MoPH","Government","https://www.facebook.com/af.moph/posts/1048731302162715?__tn__=-R","2020-04-07 00:00:00.000000","AF","2020-04-27 00:40:26.851057"
"Afghanistan","","","Public health measures","Strengthening the public health system","Yes","Call for more health care workers to be employed by the government in the fight against covid-19  ","","2020-03-25 00:00:00.000000","Afghanistan MoPH","Government","https://www.facebook.com/af.moph/posts/1051043478598164?__tn__=-R","2020-04-07 00:00:00.000000","AF","2020-04-27 00:40:26.851057"
"Afghanistan","Kabul","","Lockdown","Partial lockdown","Yes","The Afghan Ministries of Public Health and Interior jointly announced that the city of Kabul would be placed on lockdown for 21 days due to spread of the COVID-19 coronavirus. Residents may only move outside their homes to obtain essential food and medicine; and provide caregiving. According to the government, vehicles carrying more than four passengers, as well as buses, are prohibited from traveling in and out of Kabul. ","","2020-03-28 00:00:00.000000","US Embassy","Government","https://af.usembassy.gov/message-for-u-s-citizens-movement-restrictions-in-kabul-march-27-2020/","2020-04-07 00:00:00.000000","AF","2020-04-27 00:40:26.851057"
"Afghanistan","","","Public health measures","General recommendations","Yes","U.S.A. is added to the list of countries that, if you’ve traveled there in the past 2 weeks, you could have the virus.","","2020-03-28 00:00:00.000000","Afghanistan MoPH","Government","https://www.facebook.com/af.moph/posts/1053537348348777?__tn__=-R","2020-04-07 00:00:00.000000","AF","2020-04-27 00:40:26.851057"
"Afghanistan","","","Public health measures","General recommendations","Yes","MoPH asks people not to come to health center for testing because it wastes resources and risks contracting the virus from an actual sick person at the facility. They ask those people who may have been in contact with this virus who have not seen symptoms to self-isolate for 14 days & contact provincial health teams if they have fever, cough, or problems breathing. ","","2020-03-28 00:00:00.000000","Afghanistan MoPH","Government","https://www.facebook.com/af.moph/posts/1053537348348777?__tn__=-R","2020-04-07 00:00:00.000000","AF","2020-04-27 00:40:26.851057"
"Afghanistan","","","Public health measures","Strengthening the public health system","No","2nd diagnostic lab opened today ","","2020-03-30 00:00:00.000000","Afghanistan MoPH","Government","https://www.facebook.com/af.moph/posts/1055005361535309?__tn__=-R","2020-04-07 00:00:00.000000","AF","2020-04-27 00:40:26.851057"
"Afghanistan","","","Public health measures","Strengthening the public health system","No","Supplies from China received today ","","2020-04-02 00:00:00.000000","Afghanistan MoPH","Government","https://www.facebook.com/af.moph/posts/1057171484652030?__tn__=-R","2020-04-07 00:00:00.000000","AF","2020-04-27 00:40:26.851057"
"Afghanistan","Herat","","Public health measures","Strengthening the public health system","No","Machines for health care were sent to Herat Province today ","","2020-04-03 00:00:00.000000","Afghanistan MoPH","Government","https://www.facebook.com/af.moph/photos/a.462600827442435/1057778487924663/?type=3&theater ","2020-04-07 00:00:00.000000","AF","2020-04-27 00:40:26.851057"
"Afghanistan","Kandahar Province","","Public health measures","Strengthening the public health system","No","A COVID-19 lab is opened using Government of Afghanistan funds.  The hospital is expected to be completed on or about April 7.","","2020-04-07 00:00:00.000000","Afghanistan MoPH","Government","https://www.facebook.com/af.moph/posts/1060980997604412?__tn__=-R","2020-04-07 00:00:00.000000","AF","2020-04-27 00:40:26.851057"
"Albania","","","Movement restrictions","International flights suspension","Yes","Italy until 3rd April","Not applicable","2020-03-09 00:00:00.000000","Tirana Times 09/03/3030","Media","https://www.tiranatimes.com/?p=144490","2020-03-14 00:00:00.000000","AL","2020-04-27 00:40:26.851057"
"Albania","Tirana and Durres","","Movement restrictions","Domestic travel restrictions","No","vehicle movement restrictions","Not applicable","2020-03-16 00:00:00.000000","US Embassy ","Government","https://al.usembassy.gov/updates_covid19/","2020-03-14 00:00:00.000000","AL","2020-04-27 00:40:26.851057"
"Albania","","","Social distancing","Schools closure ","No","All schools are closed from March 10, 2020 until March 23, 2020","Not applicable","2020-03-10 00:00:00.000000","US Embassy ","Government","https://al.usembassy.gov/updates_covid19/","2020-03-14 00:00:00.000000","AL","2020-04-27 00:40:26.851057"
"Albania","","","Social distancing","Limit public gatherings","No","Until 3rd April","Not applicable","2020-03-10 00:00:00.000000","US Embassy ","Government","https://al.usembassy.gov/updates_covid19/","2020-03-14 00:00:00.000000","AL","2020-04-27 00:40:26.851057"
"Albania","","","Movement restrictions","Checkpoints within the country","Yes","People who have traveled to WHO high-risk regions for COVID-19 in the past 14 days","Not applicable","2020-03-10 00:00:00.000000","US Embassy ","Government","https://al.usembassy.gov/updates_covid19/","2020-03-14 00:00:00.000000","AL","2020-04-27 00:40:26.851057"
"Albania","","","Public health measures","Introduction of isolation and quarantine policies","Yes","All people entering the country for 15 days","Not applicable","2020-03-10 00:00:00.000000","US Embassy ","Government","https://al.usembassy.gov/updates_covid19/","2020-03-14 00:00:00.000000","AL","2020-04-27 00:40:26.851057"
"Albania","","","Governance and socio-economic measures","Economic measures","No","Stopped loan payments for 3 months (until 31.5.2020 as officially ordered on 17.3.2020) for all albanians ","Not applicable","2020-03-12 00:00:00.000000","BalkanInSight","Media","https://balkaninsight.com/2020/03/12/albania-close-factories-impose-curfew-in-war-against-new-coronavirus/","2020-03-14 00:00:00.000000","AL","2020-04-27 00:40:26.851057"
"Albania","","","Public health measures","Awareness campaigns","No","","Not applicable","2020-03-11 00:00:00.000000","US Embassy ","Government","https://al.usembassy.gov/u-s-citizen-services/additional-resources/covid-19-information/","2020-03-14 00:00:00.000000","AL","2020-04-27 00:40:26.851057"
"Albania","","","Public health measures","Health screenings in airports and border crossings","No","All suspected cases at Mother Teresa International Airport and the seaports of Vlore and Durres are evaluated onsite.","","2020-03-19 00:00:00.000000","US embassy of Albania ","Government","https://al.usembassy.gov/updates_covid19/","2020-03-20 00:00:00.000000","AL","2020-04-27 00:40:26.851057"
"Albania","","","Public health measures","Strengthening the public health system","No","Train additional 3000 nurses and doctors to respond to COVID-19 and increased the number of medical personnel at all ports of entries","","2020-03-19 00:00:00.000000","Albania Ministry of Health ""MSHMS""","Government","https://shendetesia.gov.al/31380-2/","2020-03-20 00:00:00.000000","AL","2020-04-27 00:40:26.851057"
"Albania","","","Public health measures","Strengthening the public health system","No","Create safe sanitary areas for non COVID-19 patients to be treated and Emergency/surgical interventions transferred to the University Trauma Hospital ","","2020-03-20 00:00:00.000000","Albania Ministry of Health ""MSHMS""","Government","https://shendetesia.gov.al/31380-2/","2020-03-20 00:00:00.000000","AL","2020-04-27 00:40:26.851057"
"Albania","","","Movement restrictions","Border closure ","Yes","Land borders: Montenegro (March 16, 2020), Kosovo (March 14, 2020) ""except citizens of Kosovo and Albania"" and Macedonia (March 16, 2020)// ALL Borders: Greece (10p.m March 15, 2020)""except commercial trade""","","2020-03-14 00:00:00.000000","US Embassy of Albania ","Government","https://al.usembassy.gov/u-s-citizen-services/additional-resources/covid-19-information/","2020-03-20 00:00:00.000000","AL","2020-04-27 00:40:26.851057"
"Albania","","","Governance and socio-economic measures","Emergency administrative structures activated or established","Yes","emergency law ""normative act"" that can be approved by the government with immediate effect without the need for the prior approval of parliament which automatically executable fines for issues of non-complience. Decision No.243 of the Council of Ministers on the declaration of natural disaster situation  pursuant to Articles 100, 170, 174, para.1, and 175, para.2, of the Constitution. This provides the same terms and is regulated through the same constitutional provisions which govern “the state of emergency”. ","Fines","2020-03-22 00:00:00.000000","BalkaninSight","Media","https://balkaninsight.com/2020/03/16/albania-mounts-millionaire-fines-against-covid-19/","2020-03-24 00:00:00.000000","AL","2020-04-27 00:40:26.851057"
"Albania","","","Movement restrictions","International flights suspension","Yes","All flights to and from Tirana airport will be suspended ** except Air Albania’s flights to and from Istanbul for humanitarian reasons.","","2020-03-23 00:00:00.000000","International SOS","Other organisations","https://pandemic.internationalsos.com/2019-ncov/ncov-travel-restrictions-flight-operations-and-screening#MYS","2020-03-24 00:00:00.000000","AL","2020-04-27 00:40:26.851057"
"Albania","","","Movement restrictions","Border closure ","Yes","No ferries to and from Italy until april 3","","2020-03-23 00:00:00.000000","International SOS","Other organisations","https://pandemic.internationalsos.com/2019-ncov/ncov-travel-restrictions-flight-operations-and-screening#MYS","2020-03-24 00:00:00.000000","AL","2020-04-27 00:40:26.851057"
"Albania","","","Social distancing","Limit public gatherings","Yes","1. Social, cultural or political gatherings, either in enclosed or open-air spaces, are banned and fined: 5 million lek (40,000 euros). 2. Television stations are banned from having more than two people on their talk shows in the same room and will be fined 1 million leks (8,300 euros) for any violations. 3. fines and three-year bans for car drivers if they breach restrictions on movement.","Fines","2020-03-22 00:00:00.000000","BalkaninSight","Media","https://balkaninsight.com/2020/03/16/albania-mounts-millionaire-fines-against-covid-19/","2020-03-24 00:00:00.000000","AL","2020-04-27 00:40:26.851057"
"Albania","","","Governance and socio-economic measures","Economic measures","Yes","Traders in food and medicines for unacceptable price rises and up to 10 million leks (83,000 euros) fines, if do not respect safety rules designed to combat infections","Fines","2020-03-22 00:00:00.000000","BalkaninSight","Media","https://balkaninsight.com/2020/03/16/albania-mounts-millionaire-fines-against-covid-19/","2020-03-24 00:00:00.000000","AL","2020-04-27 00:40:26.851057"
"Albania","","","Public health measures","Strengthening the public health system","Yes","Private hospitals that refuse to offer their capacities when required can be fined by up to 5 million leks (40,000 euros).","Fines","2020-03-22 00:00:00.000000","BalkaninSight","Media","https://balkaninsight.com/2020/03/16/albania-mounts-millionaire-fines-against-covid-19/","2020-03-24 00:00:00.000000","AL","2020-04-27 00:40:26.851057"
"Albania","","","Public health measures","General recommendations","Yes","The highest fines, up to 10 million leks (83,000 euros), can be imposed on entities that trade in food or medicine without respecting safety rules designed to combat infections.","Fines","2020-03-22 00:00:00.000000","BalkaninSight","Media","https://balkaninsight.com/2020/03/16/albania-mounts-millionaire-fines-against-covid-19/","2020-03-24 00:00:00.000000","AL","2020-04-27 00:40:26.851057"
"Albania","","","Lockdown","Partial lockdown","No","All restricitive measures (curfew, public service close, limit gatherings etc.) are now indefiitnely suspended until further notice","Not applicable","2020-04-02 00:00:00.000000","Intenational SOS","Other organisations","https://pandemic.internationalsos.com/2019-ncov/ncov-travel-restrictions-flight-operations-and-screening#MYS","2020-04-03 00:00:00.000000","AL","2020-04-27 00:40:26.851057"
"Albania","","","Movement restrictions","Curfews","No","16-hour curfew. Individuals are only allowed to leave their homes from 05:00 to 13:00. All movement is prohibited outside of those windows, including both vehicular traffic and pedestrian movement. Exceptions are made for healthcare workers and for the transport of food items, supplies and medicine. Grocery stores and banks are only permitted to open from 05:00 to 13:00.","Not available","2020-03-23 00:00:00.000000","Intenational SOS","Other organisations","https://pandemic.internationalsos.com/2019-ncov/ncov-travel-restrictions-flight-operations-and-screening#MYS","2020-04-03 00:00:00.000000","AL","2020-04-27 00:40:26.851057"
"Albania","","","Movement restrictions","Domestic travel restrictions","Yes","Private car traffic and interurban transport will be banned across eight cities: Durres, Elbasan, Fier, Lezha, Lushnje, Shkodra, Tirana and Vlor between 13 March 06.00 and 16 March 00.00. Roads connecting Tirana and Durres to other parts of the country will also be closed during this timeframe and public transportation closed between/within the two cities.","Not available","2020-03-23 00:00:00.000000","Intenational SOS","Other organisations","https://pandemic.internationalsos.com/2019-ncov/ncov-travel-restrictions-flight-operations-and-screening#MYS","2020-04-03 00:00:00.000000","AL","2020-04-27 00:40:26.851057"
"Albania","","","Movement restrictions","Curfews","No","Modified (from original 16 hour curfew on 23/3/2020). Individuals are now only allowed to leave their homes on weekdays from 05.00 to 17.30 to visit grocery stores, pharmacies and banks. All movement is prohibited outside of those windows, including both vehicular traffic and pedestrian movement. *Exceptions are made for healthcare workers and for the transport of food items, supplies and medicine","Up to detention","2020-04-13 00:00:00.000000","International SOS","Other organisations","https://pandemic.internationalsos.com/2019-ncov/ncov-travel-restrictions-flight-operations-and-screening#MYS","2020-04-15 00:00:00.000000","AL","2020-04-27 00:40:26.851057"
"Albania","","","Lockdown","Partial lockdown","No","Modified (from original 16hour curfew on 23/3/2020) A full curfew is enforced on the weekends from 17.30 on Fridays to 05.00 on Mondays. *Exceptions are made for healthcare workers and for the transport of food items, supplies and medicine","Up to detention","2020-04-13 00:00:00.000000","International SOS","Other organisations","https://pandemic.internationalsos.com/2019-ncov/ncov-travel-restrictions-flight-operations-and-screening#MYS","2020-04-15 00:00:00.000000","AL","2020-04-27 00:40:26.851057"
"Albania","","","Social distancing","Limit public gatherings","No","only one person per household is allowed to go out to buy food or medicine at a time, for a maximum of 90 minutes; the ‘exit permit’ can be obtained by sending an SMS to 55155.","Fines","2020-03-30 00:00:00.000000","International SOS","Other organisations","https://pandemic.internationalsos.com/2019-ncov/ncov-travel-restrictions-flight-operations-and-screening#MYS","2020-04-15 00:00:00.000000","AL","2020-04-27 00:40:26.851057"
"Albania","","","Governance and socio-economic measures","Emergency administrative structures activated or established","No","authorities decreed that all restrictive measures are to remain in place until further notice.","Not available","2020-04-02 00:00:00.000000","International SOS","Other organisations","https://pandemic.internationalsos.com/2019-ncov/ncov-travel-restrictions-flight-operations-and-screening#MYS","2020-04-15 00:00:00.000000","AL","2020-04-27 00:40:26.851057"
"Albania","","","Social distancing","Changes in prison-related policies","Yes","Free 600 Prisoners as Pandemic Precaution sent home on a special permit for about three months. target: convicted of lesser crimes and some who are elderly and suffering from chronic diseases that can make them vulnerable. released prisoners are being ordered to stay at home and will be prosecuted if they do not return to prison at the end of the pandemic. ","Up to detention","2020-03-24 00:00:00.000000","BalkanInsight","Media","https://balkaninsight.com/2020/03/24/albania-to-free-600-prisoners-as-pandemic-precaution/","2020-04-15 00:00:00.000000","AL","2020-04-27 00:40:26.851057"
"Albania","","","Social distancing","Changes in prison-related policies","No","Albania’s penitentiary system has banned any visits to prisoners from family members. the deputy director of penitentiary institutions, said prisons had installed about 64 computers to allow prisoners to speak to their family members in video calls.","Not available","2020-03-23 00:00:00.000000","BalkanInsight","Media","https://balkaninsight.com/2020/03/24/albania-to-free-600-prisoners-as-pandemic-precaution/","2020-04-15 00:00:00.000000","AL","2020-04-27 00:40:26.851057"
"Albania","","","Public health measures","Strengthening the public health system","No","Order of the Minister responsible for health: Strengthening the preparation to protect against the penetration of the new Koronaviris due to preventing its spread in Albania","Not applicable","2020-01-24 00:00:00.000000","Albanian Government  ""legal acts""","Government","https://coronavirus.al/akte-ligjore/","2020-04-15 00:00:00.000000","AL","2020-04-27 00:40:26.851057"
