"COUNTRY_STATE","ADMIN_2","REGION","CATEGORY","MEASURE","TARGETED_POP_GROUP","COMMENTS","NON_COMPLIANCE","DATE_IMPLEMENTED","SOURCE","SOURCE_TYPE","LINK","ENTRY_DATE","ISO3166_1","LAST_UPDATED_DATE"
"Gabon","","","Movement restrictions","Curfews","No","Country-wide curfew between the hours of 7:30 p.m. and 6:00 a.m.","Up to detention","2020-03-22 00:00:00.000000","US Embassy","Government","https://ga.usembassy.gov/health-alert-u-s-embassy-libreville-gabon-march-21-2020/","2020-03-23 00:00:00.000000","GA","2020-04-27 00:40:26.851057"
"Gabon","","","Governance and socio-economic measures","Economic measures","No","Covid-19 related health expenses are reinbursed by the government. ","Not applicable","2020-03-07 00:00:00.000000","Government — Gabon","Government","https://www.facebook.com/Covid19GOUVGA/videos/516410685956232/","2020-03-23 00:00:00.000000","GA","2020-04-27 00:40:26.851057"
"Gabon","","","Public health measures","Health screenings in airports and border crossings","No","Additional health checks at all land, air and sea borders.","Not applicable","2020-03-07 00:00:00.000000","Government — Gabon","Government","https://www.facebook.com/Covid19GOUVGA/videos/516410685956232/","2020-03-23 00:00:00.000000","GA","2020-04-27 00:40:26.851057"
"Gabon","","","Social distancing","Public services closure ","No","Restriction for international missions. ","Not applicable","2020-03-07 00:00:00.000000","Government — Gabon","Government","https://www.facebook.com/Covid19GOUVGA/videos/516410685956232/","2020-03-23 00:00:00.000000","GA","2020-04-27 00:40:26.851057"
"Gabon","","","Public health measures","Introduction of isolation and quarantine policies","No","14 days quarantine for travellers coming from unspecified ""risk zones""","Not applicable","2020-03-07 00:00:00.000000","Government — Gabon","Government","https://www.facebook.com/Covid19GOUVGA/videos/516410685956232/","2020-03-23 00:00:00.000000","GA","2020-04-27 00:40:26.851057"
"Gabon","","","Public health measures","Awareness campaigns","No","","Not applicable","2020-03-07 00:00:00.000000","Government — Gabon","Government","https://www.facebook.com/Covid19GOUVGA/videos/516410685956232/","2020-03-23 00:00:00.000000","GA","2020-04-27 00:40:26.851057"
"Gabon","","","Movement restrictions","Visa restrictions","No","Suspension of tourist visas from EU, China, South Corea and US. ","Not applicable","2020-03-13 00:00:00.000000","Government — Gabon","Government","https://www.facebook.com/Covid19GOUVGA/videos/vb.107766050833852/532053067452245/?type=2&theater","2020-03-23 00:00:00.000000","GA","2020-04-27 00:40:26.851057"
"Gabon","","","Social distancing","Schools closure ","No","Until 1st of april.","Not applicable","2020-03-13 00:00:00.000000","Government — Gabon","Government","https://www.facebook.com/Covid19GOUVGA/videos/vb.107766050833852/532053067452245/?type=2&theater","2020-03-23 00:00:00.000000","GA","2020-04-27 00:40:26.851057"
"Gabon","","","Social distancing","Limit public gatherings","No","Bars and clubs are closed. National cultural and sport events are cancelled.","Not applicable","2020-03-13 00:00:00.000000","Government — Gabon","Government","https://www.facebook.com/Covid19GOUVGA/videos/vb.107766050833852/532053067452245/?type=2&theater","2020-03-23 00:00:00.000000","GA","2020-04-27 00:40:26.851057"
"Gabon","","","Social distancing","Limit public gatherings","No","Gathering of more than 50 people are forbidden.","Legal action","2020-03-13 00:00:00.000000","Government — Gabon","Government","https://www.facebook.com/Covid19GOUVGA/videos/vb.107766050833852/532053067452245/?type=2&theater","2020-03-23 00:00:00.000000","GA","2020-04-27 00:40:26.851057"
"Gabon","","","Social distancing","Limit public gatherings","No","International sport events to happen without audience.","Not applicable","2020-03-13 00:00:00.000000","Government — Gabon","Government","https://www.facebook.com/Covid19GOUVGA/videos/vb.107766050833852/532053067452245/?type=2&theater","2020-03-23 00:00:00.000000","GA","2020-04-27 00:40:26.851057"
"Gabon","","","Public health measures","General recommendations","No","To use public transport only for indispensable travels.","Not applicable","2020-03-13 00:00:00.000000","Government — Gabon","Government","https://www.facebook.com/Covid19GOUVGA/videos/vb.107766050833852/532053067452245/?type=2&theater","2020-03-23 00:00:00.000000","GA","2020-04-27 00:40:26.851057"
"Gabon","","","Public health measures","Testing policy","No","Creation of 60 testing center throughout the country. Tests will be free for the population. ","Not applicable","2020-04-03 00:00:00.000000","Government — Gabon","Government","https://www.facebook.com/PresidenceGabon/videos/519837935389000/","2020-04-07 00:00:00.000000","GA","2020-04-27 00:40:26.851057"
"Gabon","","","Public health measures","Introduction of isolation and quarantine policies","No","Quarantine of greater Libreville.","Not applicable","2020-04-03 00:00:00.000000","Government — Gabon","Government","https://www.facebook.com/PresidenceGabon/videos/519837935389000/","2020-04-07 00:00:00.000000","GA","2020-04-27 00:40:26.851057"
"Gabon","","","Governance and socio-economic measures","Economic measures","Yes","Targetted at low-income households, financial support of 4 billion CFA franc per month for electricty bills and 2 billion CFA francs for water bills.","Not applicable","2020-04-03 00:00:00.000000","Government — Gabon","Government","https://www.facebook.com/PresidenceGabon/videos/519837935389000/","2020-04-07 00:00:00.000000","GA","2020-04-27 00:40:26.851057"
"Gabon","","","Governance and socio-economic measures","Economic measures","Yes","The rent of people without revenue will be frozen during the state of emergency.","Not applicable","2020-04-03 00:00:00.000000","Government — Gabon","Government","https://www.facebook.com/PresidenceGabon/videos/519837935389000/","2020-04-07 00:00:00.000000","GA","2020-04-27 00:40:26.851057"
"Gabon","","","Governance and socio-economic measures","Economic measures","Yes","Small house renter will benefit from a financial support of 2.5 billion CFA francs.","Not applicable","2020-04-03 00:00:00.000000","Government — Gabon","Government","https://www.facebook.com/PresidenceGabon/videos/519837935389000/","2020-04-07 00:00:00.000000","GA","2020-04-27 00:40:26.851057"
"Gabon","","","Governance and socio-economic measures","Economic measures","No","Public transports are free of charge until further notice.","Not applicable","2020-04-06 00:00:00.000000","Government — Gabon","Government","https://www.facebook.com/PresidenceGabon/videos/519837935389000/","2020-04-07 00:00:00.000000","GA","2020-04-27 00:40:26.851057"
"Gabon","","","Governance and socio-economic measures","Economic measures","No","Unemployment benefit of between 50% and 70% of previous income. Low income (between 80.000CFA and 150.000CFA) will be maintained.","Not applicable","2020-04-03 00:00:00.000000","Government — Gabon","Government","https://www.facebook.com/PresidenceGabon/videos/519837935389000/","2020-04-07 00:00:00.000000","GA","2020-04-27 00:40:26.851057"
"Gabon","","","Governance and socio-economic measures","Economic measures","Yes","Delivery of basic food packages to low-income households.","Not applicable","2020-04-03 00:00:00.000000","Government — Gabon","Government","https://www.facebook.com/PresidenceGabon/videos/519837935389000/","2020-04-07 00:00:00.000000","GA","2020-04-27 00:40:26.851057"
"Gabon","","","Governance and socio-economic measures","Economic measures","No","Several financial measures aimed at protecting companies from the financial impact of the crisis","Not applicable","2020-04-03 00:00:00.000000","Government — Gabon","Government","https://www.facebook.com/PresidenceGabon/videos/519837935389000/","2020-04-07 00:00:00.000000","GA","2020-04-27 00:40:26.851057"
"Gabon","","","Governance and socio-economic measures","Economic measures","No","Large review of the public spending regime, with the aim of increasing transparency and ensuring better use of taxpayers' money.","Not applicable","2020-04-03 00:00:00.000000","Government — Gabon","Government","https://www.facebook.com/PresidenceGabon/videos/519837935389000/","2020-04-07 00:00:00.000000","GA","2020-04-27 00:40:26.851057"
"Gabon","Libreville, Owendo, Akanda, Ntoum, and Pointe Dénis.","","Lockdown","Partial lockdown","No"," 15-day period of confinement for Libreville, Owendo, Akanda, Ntoum, and Pointe Dénis. During the period of confinement, residents may leave their homes only to perform necessary tasks such as securing food, water, or medicine or if their job involves performing a service that the government has deemed essential.  Individuals should remain in their own communes when they leave their homes to procure essential goods. ","Not available","2020-04-12 00:00:00.000000","US Embassy","Government","https://ga.usembassy.gov/health-alert-u-s-embassy-libreville-gabon-april-13-2020/","2020-04-14 00:00:00.000000","GA","2020-04-27 00:40:26.851057"
"Gabon","","","Governance and socio-economic measures","Economic measures","No","Additional economic measures to support small and medium-sized enterprises and households.","Not applicable","2020-04-10 00:00:00.000000","Alibreville","Media","https://www.dailymotion.com/video/x7t8b6c","2020-04-14 00:00:00.000000","GA","2020-04-27 00:40:26.851057"
"Gabon","","","Governance and socio-economic measures","State of emergency declared","No","National State of Emergency declared by Ali Bongo.","Not applicable","2020-04-10 00:00:00.000000","Gabon Media Time","Media","https://www.gabonmediatime.com/covid-19-ali-bongo-decrete-letat-durgence/","2020-04-14 00:00:00.000000","GA","2020-04-27 00:40:26.851057"
"Gabon","","","Movement restrictions","Border closure ","No","All land, sea and air borders have been closed indefinitely.","Not available","2020-03-14 00:00:00.000000","Foreign Ministry — UK","Government","https://www.gov.uk/foreign-travel-advice/gabon/coronavirus","2020-04-14 00:00:00.000000","GA","2020-04-27 00:40:26.851057"
"Gabon","","","Social distancing","Changes in prison-related policies","Yes","680 prisoners to be freed in order to slow the spread of Covid-19 in jails.","Not applicable","2020-04-10 00:00:00.000000","Gabon Media Time","Media","https://www.gabonmediatime.com/covid-19-grace-presidentielle-pour-680-prisonniers/","2020-04-14 00:00:00.000000","GA","2020-04-27 00:40:26.851057"
"Gabon","","","Governance and socio-economic measures","Military deployment","No","Military forces have been granted authority to enter private properties to enforce the restrictions against group gatherings. ","Not applicable","2020-04-10 00:00:00.000000","Foreign Ministry — UK","Government","https://www.gov.uk/foreign-travel-advice/gabon/coronavirus","2020-04-17 00:00:00.000000","GA","2020-04-27 00:40:26.851057"
"Gabon","Greater Libreville","","Public health measures","Mass population testing","No","Several hospitals will massively test the population of Libreville.","Not applicable","2020-04-17 00:00:00.000000","Government — Gabon","Government","https://www.facebook.com/Covid19GOUVGA/photos/a.111308650479592/130270821916708/?type=3&eid=ARCq4XHhCKPxdNlrIfIBCw_NP6K-BchjOqEW8khpVEkYRcksUBvInSd0j8n4cjcXGre5Qehqj-2VVZkF&__tn__=EHH-R","2020-04-17 00:00:00.000000","GA","2020-04-27 00:40:26.851057"
"Gabon","","","Public health measures","Requirement to wear protective gear in public","No","Requirement to wear face mask in public spaces.","Not applicable","2020-04-15 00:00:00.000000","Government — Gabon","Government","https://www.facebook.com/Covid19GOUVGA/photos/a.111308650479592/130270821916708/?type=3&eid=ARCq4XHhCKPxdNlrIfIBCw_NP6K-BchjOqEW8khpVEkYRcksUBvInSd0j8n4cjcXGre5Qehqj-2VVZkF&__tn__=EHH-R","2020-04-17 00:00:00.000000","GA","2020-04-27 00:40:26.851057"
"Gambia","","","Governance and socio-economic measures","Emergency administrative structures activated or established","No","The National Health Emergency Committee, a multi-stakeholder forum to support the preparedness of The Gambia, was activated in early February","Not applicable","2020-02-01 00:00:00.000000","US Embassy","Government","https://gm.usembassy.gov/u-s-citizen-services/covid-19-information/","2020-03-16 00:00:00.000000","GM","2020-04-27 00:40:26.851057"
"Gambia","","","Public health measures","Health screenings in airports and border crossings","No","Arriving passengers at Banjul Yundum International Airport are provided with an additional health screening form to fill out prior to disembarking. Upon arrival, all passengers are subject to enhanced health screening measures by health officials, which include thermal screening, review of recent travel, and application of hand sanitizer.","Not applicable","2020-02-07 00:00:00.000000","US Embassy","Government","https://gm.usembassy.gov/u-s-citizen-services/covid-19-information/","2020-03-16 00:00:00.000000","GM","2020-04-27 00:40:26.851057"
"Gambia","","","Public health measures","Introduction of isolation and quarantine policies","Yes","Passengers who arrive in The Gambia exhibiting both an elevated temperature and symptoms consistent with COVID-19 may be placed into an isolation center at the airport or POE for further evaluation by health officials. Individuals suspected of having COVID-19 following evaluation may then be transferred to a local hospital.","Not applicable","","US Embassy","Government","https://gm.usembassy.gov/u-s-citizen-services/covid-19-information/","2020-03-16 00:00:00.000000","GM","2020-04-27 00:40:26.851057"
"Gambia","","","Movement restrictions","Border closure ","No","The border between Republic of The Gambia and the Republic of Senegal is closed for 21 days. The public are told this will not effect movement of essential goods across the border.","Not applicable","2020-03-24 00:00:00.000000","Government","Social media","https://twitter.com/Presidency_GMB/status/1241488320766644224/photo/1","2020-03-23 00:00:00.000000","GM","2020-04-27 00:40:26.851057"
"Gambia","","","Movement restrictions","International flights suspension","No","The republic of The Gambia closes its airspace to all flights except medical cargo flights for a period of 21 days.","Not applicable","2020-03-24 00:00:00.000000","Government","Social media","https://twitter.com/Presidency_GMB/status/1241488320766644224/photo/1","2020-03-23 00:00:00.000000","GM","2020-04-27 00:40:26.851057"
"Gambia","","","Movement restrictions","International flights suspension","No","All flights to The Gambia from 13 affected countries (The United Kingdom, Spain, France, Poland, Germany, Sweden, Denmark, Switzerland, Netherlands, Norway, Austria, Belgium, Portugal) are suspended with immediate effect.","Not applicable","2020-03-19 00:00:00.000000","Government","Social media","https://twitter.com/Presidency_GMB/status/1240700146406416385","2020-03-23 00:00:00.000000","GM","2020-04-27 00:40:26.851057"
"Gambia","","","Social distancing","Schools closure ","No","All schools, including universities, madrassas and daras or majlis will be closed for 21 days.","Not applicable","2020-03-18 00:00:00.000000","Government","Social media","https://twitter.com/presidency_gmb?lang=en","2020-03-23 00:00:00.000000","GM","2020-04-27 00:40:26.851057"
"Gambia","","","Public health measures","Introduction of isolation and quarantine policies","Yes","All travellers from hotspot countries will be isolated for fourteen (14) days upon arrival in The Gambia. ","Not applicable","2020-03-17 00:00:00.000000","Government","Social media","https://twitter.com/presidency_gmb?lang=en","2020-03-23 00:00:00.000000","GM","2020-04-27 00:40:26.851057"
"Gambia","","","Movement restrictions","International flights suspension","No","All overseas travel of public officials suspended. ","Not applicable","2020-03-13 00:00:00.000000","Government","Social media","https://twitter.com/presidency_gmb?lang=en","2020-03-23 00:00:00.000000","GM","2020-04-27 00:40:26.851057"
"Gambia","","","Governance and socio-economic measures","State of emergency declared","No","Gambia declared state of emergency","","2020-04-01 00:00:00.000000","Journal Du Cameroon","Media","https://www.journalducameroun.com/en/gambia-declares-state-of-emergency-over-covid-19/","2020-03-31 00:00:00.000000","GM","2020-04-27 00:40:26.851057"
"Gambia","","","Social distancing","Public services closure ","No","closure of all non-essential shops, bars, cafés, casinos, sporting  venues, and all forms of public gatherings.","","2020-04-01 00:00:00.000000","Journal Du Cameroon","Media","https://www.journalducameroun.com/en/gambia-declares-state-of-emergency-over-covid-19/","2020-03-31 00:00:00.000000","GM","2020-04-27 00:40:26.851057"
"Gambia","","","Social distancing","Limit public gatherings","No","ordered all public and private institutions to minimise staff reporting  to work with immediate effect. ","","2020-04-01 00:00:00.000000","Journal Du Cameroon","Media","https://www.journalducameroun.com/en/gambia-declares-state-of-emergency-over-covid-19/","2020-03-31 00:00:00.000000","GM","2020-04-27 00:40:26.851057"
"Gambia","","","Public health measures","General recommendations","No","Gambians encourages to wear face masks.","Not applicable","2020-04-17 00:00:00.000000","Ministry of Health","Social media","https://www.facebook.com/Ministry-of-Health-The-Gambia-100866698020695/","2020-04-21 00:00:00.000000","GM","2020-04-27 00:40:26.851057"
"Georgia","","","Movement restrictions","Visa restrictions","No","No entry except citizens and those with family in Georgia (until at least 1. April)","","2020-03-18 00:00:00.000000","Ministry of Foreign Affairs - France","Government","https://www.diplomatie.gouv.fr/fr/conseils-aux-voyageurs/conseils-par-pays-destination/georgie/","2020-03-16 00:00:00.000000","GE","2020-04-27 00:40:26.851057"
"Georgia","","","Movement restrictions","Additional health/documents requirements upon arrival","Yes","People having travelled in France, Germany, Austria, Spain, China, Iran, South Korea and Italy","","2020-03-16 00:00:00.000000","Ministry of Foreign Affairs - France","Government","https://www.diplomatie.gouv.fr/fr/conseils-aux-voyageurs/conseils-par-pays-destination/georgie/","2020-03-16 00:00:00.000000","GE","2020-04-27 00:40:26.851057"
"Georgia","","","Public health measures","Introduction of isolation and quarantine policies","Yes","People having travelled in France, Germany, Austria, Spain, China, Iran, South Korea and Italy for 14 days","","2020-03-16 00:00:00.000000","Ministry of Foreign Affairs - France","Government","https://www.diplomatie.gouv.fr/fr/conseils-aux-voyageurs/conseils-par-pays-destination/georgie/","2020-03-16 00:00:00.000000","GE","2020-04-27 00:40:26.851057"
"Georgia","","","Movement restrictions","International flights suspension","No","Suspend all air movement *except Georgian Airways in coordination with Georgian government. ","","2020-03-21 00:00:00.000000","US Embassy of Georgia","Government","https://ge.usembassy.gov/covid-19-information-on-georgia/","2020-03-20 00:00:00.000000","GE","2020-04-27 00:40:26.851057"
"Georgia","","","Public health measures","Introduction of isolation and quarantine policies","No","14 day home quarantine for anyone returning from highrisk areas in past 2 weeks - anyone with symptoms/postivie: hospital quarantine ","","2020-03-21 00:00:00.000000","US Embassy of Georgia","Government","https://ge.usembassy.gov/covid-19-information-on-georgia/","2020-03-20 00:00:00.000000","GE","2020-04-27 00:40:26.851057"
"Georgia","","","Movement restrictions","Border closure ","No","All land borders *Except the Vale and Kartsakhi crossings with Turkey for Georgian citizens or of neighboring countries returning to their home countries.  ","","2020-03-21 00:00:00.000000","US Embassy of Georgia","Government","https://ge.usembassy.gov/covid-19-information-on-georgia/","2020-03-20 00:00:00.000000","GE","2020-04-27 00:40:26.851057"
"Georgia","","","Governance and socio-economic measures","State of emergency declared","No","Until 21. April 2020","Not applicable","2020-03-23 00:00:00.000000","US Embassy Georgia","Government","https://ge.usembassy.gov/covid-19-information-on-georgia/","2020-03-25 00:00:00.000000","GE","2020-04-27 00:40:26.851057"
"Georgia","","","Social distancing","Public services closure ","Yes","No -essentials including all commercial businesses *except for groceries, pharmacies, gas stations, banks and posts offices ","Up to detention","2020-03-23 00:00:00.000000","US Embassy Georgia","Government","https://ge.usembassy.gov/covid-19-information-on-georgia/","2020-03-25 00:00:00.000000","GE","2020-04-27 00:40:26.851057"
"Georgia","","","Social distancing","Limit public gatherings","Yes","prohibiting gatherings of more than ten people","Up to detention","2020-03-23 00:00:00.000000","US Embassy Georgia","Government","https://ge.usembassy.gov/covid-19-information-on-georgia/","2020-03-25 00:00:00.000000","GE","2020-04-27 00:40:26.851057"
"Georgia","","","Public health measures","Introduction of isolation and quarantine policies","No","imposing fines and/or detention for violations of self-isolation and quarantine, and other provisions. ","Up to detention","2020-03-23 00:00:00.000000","US Embassy Georgia","Government","https://ge.usembassy.gov/covid-19-information-on-georgia/","2020-03-25 00:00:00.000000","GE","2020-04-27 00:40:26.851057"
"Georgia","Marneuli and Bolnisi,","","Lockdown","Partial lockdown","Yes","quarantine order for Marneuli and Bolnisi, two neighboring municipalities one hour south of Tbilisi. Cargo and personal movement within the municipalities will continue, but no one will be allowed to enter or exit the areas. ","Not applicable","2020-03-23 00:00:00.000000","US Embassy Georgia","Government","https://ge.usembassy.gov/covid-19-information-on-georgia/","2020-03-25 00:00:00.000000","GE","2020-04-27 00:40:26.851057"
"Georgia","","","Movement restrictions","Domestic travel restrictions","Yes","intercity public transport is suspended.  This ban applies to buses and passenger trains but not to personal vehicles or cargo trains.","Not applicable","2020-03-24 00:00:00.000000","US Embassy Georgia","Government","https://ge.usembassy.gov/covid-19-information-on-georgia/","2020-03-25 00:00:00.000000","GE","2020-04-27 00:40:26.851057"
"Georgia","","","Movement restrictions","Border closure ","Yes"," land movement of citizens between Georgia and Russia is temporarily suspended, with the exception for Georgian and Russian citizens who wish to return home as well as freight traffic.","Not applicable","2020-03-16 00:00:00.000000","International SOS","Other organisations","https://pandemic.internationalsos.com/2019-ncov/ncov-travel-restrictions-flight-operations-and-screening#MYS","2020-03-25 00:00:00.000000","GE","2020-04-27 00:40:26.851057"
"Georgia","","","Movement restrictions","Domestic travel restrictions","Yes","Abkhazia:From 27 March-7 April: tourists banned from entry","Not available","2020-03-27 00:00:00.000000","International SOS","Other organisations","https://pandemic.internationalsos.com/2019-ncov/ncov-travel-restrictions-flight-operations-and-screening#MYS","2020-03-29 00:00:00.000000","GE","2020-04-27 00:40:26.851057"
"Georgia","","","Social distancing","Public services closure ","Yes","Abkhazia: From 27 March-7 April: recreational establishments closed, and there is a ban on public transport (except taxis), food establishments and open markets.","Not available","2020-03-27 00:00:00.000000","International SOS","Other organisations","https://pandemic.internationalsos.com/2019-ncov/ncov-travel-restrictions-flight-operations-and-screening#MYS","2020-03-29 00:00:00.000000","GE","2020-04-27 00:40:26.851057"
"Georgia","","","Movement restrictions","Border closure ","Yes","movement of citizens via Sarp border crossing between Georgia and Turkey is temporarily suspended for all nationalities.","Not available","2020-03-15 00:00:00.000000","International SOS","Other organisations","https://pandemic.internationalsos.com/2019-ncov/ncov-travel-restrictions-flight-operations-and-screening#MYS","2020-04-05 00:00:00.000000","GE","2020-04-27 00:40:26.851057"
"Georgia","","","Movement restrictions","Curfews","No","between 21.00 and 06.00.","Not available","2020-03-31 00:00:00.000000","International SOS","Other organisations","https://pandemic.internationalsos.com/2019-ncov/ncov-travel-restrictions-flight-operations-and-screening#MYS","2020-04-05 00:00:00.000000","GE","2020-04-27 00:40:26.851057"
"Georgia","","","Social distancing","Public services closure ","Yes","Measures have been imposed until 12 April, including the banning of public events and closure of non-essential private businesses. Exceptions include restaurants operating on a delivery-only basis and stores selling food, medicines and essential items; foreigners who originate from ‘at-risk’ countries are required to register with authorities and self-isolate.","Not available","2020-03-18 00:00:00.000000","International SOS","Other organisations","https://pandemic.internationalsos.com/2019-ncov/ncov-travel-restrictions-flight-operations-and-screening#MYS","2020-04-05 00:00:00.000000","GE","2020-04-27 00:40:26.851057"
"Georgia","","","Governance and socio-economic measures","State of emergency declared","No","","Not applicable","2020-03-21 00:00:00.000000","International SOS","Other organisations","https://pandemic.internationalsos.com/2019-ncov/ncov-travel-restrictions-flight-operations-and-screening#MYS","2020-04-05 00:00:00.000000","GE","2020-04-27 00:40:26.851057"
"Georgia","","","Lockdown","Partial lockdown","No","Nationwide lockdown","Not available","2020-03-31 00:00:00.000000","Civil.ge","Media","https://civil.ge/archives/344761","2020-04-05 00:00:00.000000","GE","2020-04-27 00:40:26.851057"
"Georgia","","","Governance and socio-economic measures","Economic measures","No","22 opposition political parties and one independent lawmaker have sent a letter to foreign governments and international organizations, expressing full support to the Georgian government’s efforts to gain international financial support to avoid grave economic crisis in the country amid the global coronavirus pandemic.","Not applicable","2020-04-03 00:00:00.000000","Civil.ge","Media","https://civil.ge/archives/345505","2020-04-05 00:00:00.000000","GE","2020-04-27 00:40:26.851057"
"Georgia","","","Movement restrictions","Curfews","No","nationwide until april 21 curfew between 21:00 – 06:00 (effective from March 31);","Up to detention","2020-03-31 00:00:00.000000","Civil.ge","Media","https://civil.ge/archives/344761","2020-04-19 00:00:00.000000","GE","2020-04-27 00:40:26.851057"
"Georgia","","","Movement restrictions","Domestic travel restrictions","No","Public transportation (both municipal and intercity) will be suspended","Fines","2020-03-31 00:00:00.000000","Civil.ge","Media","https://civil.ge/archives/344761","2020-04-19 00:00:00.000000","GE","2020-04-27 00:40:26.851057"
"Georgia","","","Movement restrictions","Domestic travel restrictions","No","texis: The number of passengers in a single vehicle (taxis will be limited to three)","Fines","2020-03-31 00:00:00.000000","Civil.ge","Media","https://civil.ge/archives/344761","2020-04-19 00:00:00.000000","GE","2020-04-27 00:40:26.851057"
"Georgia","","","Social distancing","Limit public gatherings","No","Gathering of more than three people will be banned except for “essential” stores (grocery stores and pharmacies), where citizens will haveto observe a 2-meter distance","Fines","2020-03-31 00:00:00.000000","Civil.ge","Media","https://civil.ge/archives/344761","2020-04-19 00:00:00.000000","GE","2020-04-27 00:40:26.851057"
"Georgia","","","Public health measures","Introduction of isolation and quarantine policies","Yes","People aged 70 and more will be banned from leaving their houses except for going to their closest grocery stores/pharmacies/hospitals","Fines","2020-03-31 00:00:00.000000","Civil.ge","Media","https://civil.ge/archives/344761","2020-04-19 00:00:00.000000","GE","2020-04-27 00:40:26.851057"
"Georgia","","","Public health measures","Health screenings in airports and border crossings","Yes","Checkpoints for thermal screening of citizens will be set up in Tbilisi, Kutaisi, Batumi, Poti, Rustavi, Zugdidi and Gori","Fines","2020-03-31 00:00:00.000000","Civil.ge","Media","https://civil.ge/archives/344761","2020-04-19 00:00:00.000000","GE","2020-04-27 00:40:26.851057"
"Georgia","","","Movement restrictions","Domestic travel restrictions","No","Every citizen should be carrying a passport/ID cards at all time","Fines","2020-03-31 00:00:00.000000","Civil.ge","Media","https://civil.ge/archives/344761","2020-04-19 00:00:00.000000","GE","2020-04-27 00:40:26.851057"
"Georgia","","","Governance and socio-economic measures","Emergency administrative structures activated or established","No","The government has set up an operations emergency staff, an executive arm of the Inter-Agency Coordination Council, which will work round-the-clock to coordinate enforcement of these measures. Branches of the staff will be established in every region","Not applicable","2020-03-31 00:00:00.000000","Civil.ge","Media","https://civil.ge/archives/344761","2020-04-19 00:00:00.000000","GE","2020-04-27 00:40:26.851057"
"Georgia","","","Public health measures","Strengthening the public health system","No","to avoid communication problems with the state authorities, the government has launched a free-of-charge hotline (144) for citizens.","Not applicable","2020-03-31 00:00:00.000000","Civil.ge","Media","https://civil.ge/archives/344761","2020-04-19 00:00:00.000000","GE","2020-04-27 00:40:26.851057"
"Georgia","","","Movement restrictions","Domestic travel restrictions","Yes","four municipalities in Georgia have been placed under a strict quarantine order: Marneuli, Bolnisi, Lentekhi, and four villages in Kobuleti. *Cargo and personal movement within the municipalities continues, but no one is allowed to enter or exit the areas.","Fines","2020-04-14 00:00:00.000000","US Embassy ","Government","https://ge.usembassy.gov/covid-19-information-on-georgia/","2020-04-19 00:00:00.000000","GE","2020-04-27 00:40:26.851057"
"Georgia","","","Public health measures","Strengthening the public health system","Yes","he Ministry of Health announced that patients who show mild symptoms associated with COVID-19 (fever of 100.4 degrees Fahrenheit/38 degrees Celsius, cough, shortness of breath) be treated from home and only hospitalized if their medical condition aggravates.","Not applicable","2020-04-02 00:00:00.000000","US Embassy ","Government","https://ge.usembassy.gov/covid-19-information-on-georgia/","2020-04-19 00:00:00.000000","GE","2020-04-27 00:40:26.851057"
"Georgia","","","Governance and socio-economic measures","Economic measures","Yes","Ambassador Kelly Degnan Speaks of U.S. Aid to Georgia to Tackle Pandemic including Financial aid amounting USD 1.1 million ","Not applicable","2020-04-13 00:00:00.000000","Civil.ge","Media","https://civil.ge/archives/346696","2020-04-19 00:00:00.000000","GE","2020-04-27 00:40:26.851057"
"Georgia","","","Public health measures","Strengthening the public health system","Yes","Ambassador Kelly Degnan Speaks of U.S. Aid to Georgia to Tackle Pandemic incuding laboratory systems, activate case-finding and event-based surveillance; Donating personal protective equipment worth GEL 100,000 (USD 31,456); Delivering 2,000 high-quality rapid test kits that can detect the COVID-19 virus within hours.","Not applicable","2020-04-13 00:00:00.000000","Civil.ge","Media","https://civil.ge/archives/346696","2020-04-19 00:00:00.000000","GE","2020-04-27 00:40:26.851057"
"Germany","","","Governance and socio-economic measures","Economic measures","No","Announcement of a government aid programm with a tax relief components including tax deferrals, suspension of non-compliance measures ","Not applicable","2020-03-15 00:00:00.000000","Government","Government","https://www.bundesregierung.de/breg-de/themen/coronavirus/milliardenhilfen-wegen-corono-1730386","2020-03-15 00:00:00.000000","DE","2020-04-27 00:40:26.851057"
"Germany","","","Public health measures","Strengthening the public health system","No","all non-essential surgeries in hospitals will be postponed indefinitely starting 16 March","Not applicable","2020-03-16 00:00:00.000000","Government","Government","https://www.bundesregierung.de/breg-de/themen/coronavirus/beschluss-zu-corona-1730292","2020-03-15 00:00:00.000000","DE","2020-04-27 00:40:26.851057"
"Germany","","","Public health measures","Strengthening the public health system","No","special funding for research on coronavirus (145 mio €)","Not applicable","2020-03-11 00:00:00.000000","Ministry of Health","Government","https://www.bmbf.de/de/karliczek-wir-bauen-mittel-zur-forschung-am-coronavirus-erheblich-aus-11091.html","2020-03-15 00:00:00.000000","DE","2020-04-27 00:40:26.851057"
"Germany","","","Social distancing","Limit public gatherings","No","all gatherings over 1.000 members are cancelled","Not applicable","2020-03-10 00:00:00.000000","Ministry of Health","Government","https://www.bundesgesundheitsministerium.de/presse/pressemitteilungen/2020/1-quartal/krisenstab-bmg-bmi-sitzung-5.html","2020-03-15 00:00:00.000000","DE","2020-04-27 00:40:26.851057"
